,titles,area,city,company,job_type,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,urls,job_description,job_requirements
84,Social Researcher,Nasr City,Cairo,Confidential,Full Time,2 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising | Analyst/Research | Media/Journalism/Publishing,Research | Research Analysis | Data | E-Marketing | English | Market Research | Marketing,https://wuzzuf.net/jobs/p/ZgEuRui6WVSN-Social-Researcher-Cairo-Egypt?o=85&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Analyze research requests and define the best approach to successfully complete them | Gather data, verify it for accuracy, and package it in a structured and easily digestible manner | Assess existing research sources and data collection strategies, while coming up with suggestions when possible | Clarifying the format to be used for the deliverables (Excel, Word or PowerPoint) | Reviewing and collecting information from secondary sources | Collect and analyze data on consumer behavior, competitive landscape and local market | Interpret and forecast market trends in various industries | Generating MS-Word and PowerPoint reports in English",Search skills | Writing skills | Excellent command of English (written and spoken) | An expert in search tools and data
85,Category Manager,Maadi,Cairo,Abudawood Group Egypt,Full Time,2 To 6 Years,Manager,Bachelor'S Degree,Confidential,Operations/Management | Analyst/Research | Sales/Retail,Category | Category Management | FMCG | Communication | English | Data Analysis | Forecasting | Analysis | Marketing | sales skills | Trade marketing | Sales,https://wuzzuf.net/jobs/p/IlfS1lSd7M7P-Category-Manager-Abudawood-Group-Egypt-Cairo-Egypt?o=86&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Communicate with the principal and Abudawood group departments regarding the planned targets, promotions, and active on-ground projects | Review the achievements V.S. the planned targets for the sales units and sales channels to compare them with the rest of the cities | Review and follow up with the logistics, supply planning, and sales teams regarding the stocks of the branches and cars | Support the sales team by finding new opportunities to sell, new promotions, following up with the daily sales, and implementing the distribution plans | Weekly Market Visits to proof on performance, market activities, visibility | Explain the sales objective and strategy to the sales team | Update and analyze the database and reports",FMCG Experience is plus | Pervious experience as Category Manager is a MUST | Very Good in English | Very Good in MS. Office | Excellent  communication Skills | Understanding of data analysis and forecasting methods
86,Senior Market Researcher (Qual & Quant),Cairo,Egypt,TRANSSION HOLDINGS,Full Time,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising | Analyst/Research | Media/Journalism/Publishing,Market Research | Management | English | Research | Qualitative Research | Quantitative Research | research methodologies | Technology | Design | Data Analysis | E-Marketing | Marketing,https://wuzzuf.net/jobs/p/rMF3XLkzBmaf-Senior-Market-Researcher-Qual-Quant-TRANSSION-HOLDINGS-Cairo-Egypt?o=87&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Report to head of research department in Mainland China, and assist in local research team management in Egypt; | Understand and incorporate technical and business requirements into research. Establish and implement overall research strategies. Develop reasonable research plans with clear objectives. Effectively conduct or organize local teams to carry out user research projects. Collect and analyse user behaviour through field visits, user interviews, surveys, desk research etc | Projects include but not limited to: user scanning (segmentation), target user deep dive, mobile software experience demand mining, new function concept test / usability test, NPS / user satisfaction / user experience measurement, etc; | Advocate research findings to diverse audiences through written reports and in-person presentations, promote the implementation of research outputs; | Continuous up-skilling in research related methodology and technology as value add to the team","5+ years experience of user research (both qualitative and quantitative methods) | At least bachelor's degree in Psychology / Sociology / Statistics / Anthropology / Marketing / Business / Economics / Information Technology / Management or related fields | Able to communication effectively in English — written and verbal. Fluency in other local languages | Familiar with a variety of user research methodologies, such as: interviews and fieldwork, moderating focus group conversations, survey design and data analysis | Experience conducting a range of research methods applicable to all product stages from conception to release and driving tangible outcomes with product teams and a proven track record of success | Successfully manage and deliver on multiple projects / initiatives with tight timeline in a fast-paced environment | Positive attitude; Be responsible and high spirit of team-working | Fluency in Mandarin Chinese - written and verbal； | Experience in Internet or TMT industry. Strong understanding of the latest technology trends； | Experience in team management； | Experience of working in an international environment.； | Those with more cooperative resources in the industry, such as universities, research institutions, innovative companies, etc； | Portfolio which include 1-2 examples of projects you’ve worked on in a research capacity.
"
87,Business Intelligence (ETL) Specialist,6th of October,Giza,Raya Customer Experience,Full Time,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Business Intelligence | Big Data | Computer Science | Information Technology (IT) | SQL | technical | Data | Data Integration | Intelligence | Integration | business,https://wuzzuf.net/jobs/p/GpiDFIlVqLaD-Business-Intelligence-ETL-Specialist-Raya-Customer-Experience-Giza-Egypt?o=88&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Take charge of Extract, Transform, Load stage, an ETL developer performs tasks connected with data  analytics, testing, and system architecture.
 | 2. Manage data sources connectivity with high performance smartly.
 | 3. Supporting Data warehouse project that lead to driving the business to intelligence analysis and  dashboards.
 | 4. Manage data sources connectivity with high performance smartly.
 | 5. Extracts the data and delivers it to the new system once the data warehouse is completed to 
manage the ETL process.
 | 6. Building a Data Warehouse. After figuring out the needs, the ETL developers build a data warehouse  tailored to an organization's needs | 7. Building reliable data pipelines: a sum of tools and processes that bring data to the user. Pipelines connect data between systems and transfer it from one format into another.
 | 8. Debugging. ETL developers rectify all problems with the warehousing system.
 | 9. Quality Assurance. After the warehouse gets off the ground, the ETL developers run tests to ensure its stability.
 | 10. Identifying data storage requirements. ETL developers determine the storage needs of the company.  They need a bird's eye view of the data situation to choose the best suiting ops","Interpersonal Skills: Result Orientation - Operational Awareness - Building Networks - Coaching & Mentoring - Customer 
Centricity | Technical Skills: Business Intelligence Concepts, Tools, and Applications
- Big Data Integration and Processing | Experience: 1 up to 3 years"
88,Board Executive Assistant,Nasr City,Cairo,Taqneen,Full Time,5 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,Project Management | Administration | Arabic | Communication | Communication skills | English | Management | Microsoft Office | office | Office management | Research,https://wuzzuf.net/jobs/p/N6kXvHT4mprO-Board-Executive-Assistant-Taqneen-Cairo-Egypt?o=89&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Managing databases and filing systems | Following up on the deadlines issues/Milestones for CEO are met | Coordinating with other departments to carry out tasks given in a timely manner | Act as a liaison with internal staff at all levels and support other Senior Management staff on other projects as needed | Preparing and controlling correspondence and other written tasks | Responsible for preparing presentations and reports | Produce a variety of documents, charts and graphs in final form | Manage, arrange and maintain CEO’s calendar/agenda, reminding him of important tasks and deadlines | Plan and coordinate arrangements for appointments, internal/external meetings and conference calls | Taking the minutes of meetings and translate it from Arabic to English and vice versa | Booking and arranging travel, transport and accommodation | Other duties as assigned","Confidentiality and trustworthiness | Excellent in the internet research and data gathering | Data analyst | Flexibility and adaptability | Good oral and written communication and linguistic skills (Fluent in English and Arabic languages) is a must | Project Management is a must | Other languages are an added advantage | Organizational skills and the ability to multitask | Proactive and take the initiative | Tact and diplomacy | Communication skills | The ability to learn company-specific software | BSC of relevant university | Excellent knowledge of the Microsoft office (world, excel, power point) | 5 to 10 years of relevant experience"
89,Senior QA Software Tester,Dokki,Giza,Caelum Egypt,Full Time,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | Quality Assurance | Software | Software Development | Software Testing | Test Cases | Testing | English | Agile | SQL | Performance Testing | Quality,https://wuzzuf.net/jobs/p/sazkBAMgBqSB-Senior-QA-Software-Tester-Caelum-Egypt-Giza-Egypt?o=90&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Analyze business requirements or design specifications in order to produce comprehensive test scripts and scenarios for expected results to be performed manually and using automated testing tools | Perform system testing of new applications and existing software enhancements to ensure they meet design specifications | Perform functionality and non-functionality testing of new applications and existing software enhancements to ensure they meet business requirements through performing end to end business scenario tests | Perform regression testing of new applications and existing software enhancements to identify any possible impacts caused by changes | Record the test results | Maintain and mange manual and automated test scripts & test databases | Test the required fixes for reported faults, including tests for possible impacts from changes | Create and maintain technically complex test scripts using programming language e.g. C# | Write complex SQL queries for retrieval of required data using TOAD, SQL Management Tool or any other tool | Ensure all work meets the guidelines & standards defined for the team and the company | Ensure all work produced meets client requirements before being released for internal approval | Identify and resolve errors in work | Perform effective version control management in all aspects of documentation / script output | Assist team members with resolution of work problems | Assist and advice internal customers on technical issues in a timely manner | Estimate the effort and software testing resources required for tasks | Ensure tasks prioritized effectively and testing tasks delivered on time | Understand the master test plan and/or the project plan | Create or assist in creating own test plan | Generate test cases based on the requirements and other documents | Procure or create test data required for testing | Set up the required test environment (hardware, software and network) | Create or assist in creating assigned test automation | Test software releases by executing assigned tests (manual and/or automated) | Reply to returned bug reports (for example, when a bug report is returned as not reproducible) | Re-test resolved bugs | Update test cases based on the discovered bugs | Update test automation based on the updated test cases | Provide inputs to the team in order to improve the test process | Support the team with testing tasks as required | Report work progress and any problems faced to QA Test Analyst, Senior QA Test Analyst or Team Leader as required | Develop test results, and other testing artifacts as needed to deliver quality product | Create and test scripts for automated functional, regression, GUI, and data-driven testing | Work with the quality assurance team to ensure that test scripts are understood and testable | Provide clarifications and revisions as needed throughout the release cycle | Assist in developing product manuals","Bachelor’s degree in Computer science degree (Or an IT-related field or similar) | 3+ years of experience as a software tester performing functional and non-functional testing, integration testing, regression testing, and performance testing in the software testing life cycle | Excellent written and verbal English | Knowledge of software testing principles, testing processes and methodologies | A good understanding of the software development process | Familiar with C#/.NET | Experience in writing complex SQL queries | Knowledge in Agile & Waterfall | Demonstrable accuracy and attention to detail | Good writing skills (for writing scenarios, test cases, bugs and for documenting the process) | Good communications and consultancy skills | Good presentation skills | Ability to work under pressure and to tight deadlines | Ability to work productively as part of an integrated team | Possession of excellent analytical and troubleshooting skills | Experience in testing web and desktop applications as well as mobile apps | Experience in supporting all test phases of the project lifecycle | Strong technical, analytical, and problem-solving skills | Self-motivated and proactive in a fast-paced environment | Self-learner with ability to grasp applications and business processes | Able to manage changing priorities and multiple client projects concurrently"
90,Senior Cost Accountant - Arish,Arish,North Sinai,Sinai University,Full Time,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,Accounting | Cost Accountant | Budget Control | Budgeting | analytical | Accounting Software | Cost | Microsoft Excel,https://wuzzuf.net/jobs/p/FTl89vqU1ADf-Senior-Cost-Accountant---Arish-Sinai-University-North-Sinai-Egypt?o=91&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Collect cost information and maintain expense database | Building the organization's data accumulation systems | Determine fixed costs (eg salaries, rent, insurance) | Plan and record variable costs (eg raw material purchases, operations costs) | Review the standard and actual costs of the enterprise | Preparing budget reports (for the organization and for each department separately) | Analyze and report the profit margins of the enterprise | Preparing monthly, quarterly and annual cost forecasts | Assistance in closing the end of the month and the end of the year | Define and recommend cost-effective solutions and direct the organization's expenses | The ability to count the number of all products and determine their nature and specifications | Knowing the methods of studying all types and stages of the industrial process that takes place during the production stage | Proficiency in the process of collecting data related to cost elements, such as documents, notices, costs of using materials and hiring labor, in addition to the costs of purchasing and producing services | The ability to analyze the elements of costs, in order to load them on the item of the units produced | Full knowledge of accounting principles, rules and standards and the preparation of budgets and budgets | Excellent knowledge of using accounting software and electronic systems, with a proficiency in Excel in particular | Ability to prepare reports, cost systems, management accounting statements, financial analysis and statistical statement of financial statements","Bachelor's degree in Accounting or Finance | Obtaining an experience certificate as a cost accountant, cost analyst, or accountant job | Good knowledge of accounting procedures | In-depth Proficiency in Accounting Principles (GAAP) | Dealing with accounting like FreshBooks and Zoho | Proficiency with accounting software such as Microsoft Excel | Excellent analytical skills with attention to detail | The ability to manage time and deal with various tasks"
91,Microsoft 365 Security Engineer,New Cairo,Cairo,Global Brands,Full Time,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Active Directory | Azure | Cloud | Computer Engineering | Computer Science | Engineering | Information Technology (IT) | Microsoft | Microsoft Azure | Office 365 | Security | Troubleshooting,https://wuzzuf.net/jobs/p/LolcRewCftca-Microsoft-365-Security-Engineer-Global-Brands-Cairo-Egypt?o=92&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Designing, implementing, and maintaining security controls with an Azure/M365 environment | Monitoring toolsets and systems to ensure our client’s security posture is maintained, and compliance obligations are met | Proactively remediating identified vulnerabilities by using a variety of security tools | Support the security team by responding to security incidents and escalations | Design and architecture of information security controls and safeguards to protect the confidentiality, integrity, and availability of data | Participation in projects, implementations, and upgrades to provide expertise and guidance | Proactive review of advisory and implementation of Microsoft features | Remediate events from Microsoft 365 security and compliance dashboards | Ensure the environment security posture aligns to documented security procedures, guidelines, training material and best practices or architectural principles | Performance and progress in the following areas will be the priorities for this position | Provide guidance and support to the customers in determining and recommending security needs | Analysis of internal and external security events and reporting these findings to customers with recommendations as required","SC-200 (Microsoft Security Operations Analyst) | SC-300 (Microsoft Identity and Access Administrator) | SC-100 (Microsoft Information Protection Administrator) | SC-900 (Microsoft Security, Compliance, and Identity Fundamentals) | MS-101 (Microsoft 365 Enterprise Administrator Expert) | MS-500 (Microsoft 365 Security Administration) | AZ – 500 (Microsoft Azure Security Technologies) | Experience in applying Microsoft product & technology knowledge to improve the user experience | Demonstrable experience and knowledge with the architecture, design, settings, configuration, and troubleshooting of Microsoft 365 products and solutions such as: | Azure Active Directory | Microsoft Defender for Cloud Apps | Azure Information Protection | Identity and Access Management | Intune (MAM/ MDM) | Single sign-on and multi-factor authentication and related | technologies (including Microsoft Enterprise Mobility + Security) | Compliance Center and Microsoft Cloud App Security-based | data loss protection capabilities and policies | Advanced threat protection and management including | Exchange Online Protection (EOP), Safe Attachments, Safe | Links | Endpoint security, compliance, and identity management | services | Microsoft Defender Office 365 and Endpoint | Microsoft Sentinel"
92,Accounting Supervisor,Sheraton,Cairo,Confidential,Full Time,5 To 8 Years,Manager,Bachelor'S Degree,"10000 To 15000 EGP Per Month, Profit Share",Accounting/Finance | Banking | Analyst/Research,Accounting | Accounting Software | Commerce | English | ERP | Finance | Financial Management | IFRS | Management | MS Office | Financial Analysis | Analysis,https://wuzzuf.net/jobs/p/rwAg2qKpW7AV-Accounting-Supervisor-Cairo-Egypt?o=93&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Establishing internal controls and guidelines for accounting transactions and budget preparation | Managing the preparation of business activity reports, financial forecasts, and annual budgets | Creating and managing sales analysis reports | Managing the production of periodic financial reports and statements; ensuring that the reported results | Comply with generally accepted accounting principles or financial reporting standards with accurate results | Responsible for tax planning throughout the fiscal year; files annual corporate tax return, to ensure all the | taxes types on time with the deadline | Auditing accounts to ensure compliance with state and government regulations; working with outside auditors and providing needed information for the monthly, and annual external audit to ensure correct and timely closing reports | Presenting recommendations to management on short- and long-term financial objectives and policies to avoid possible fraud and errors | Controlling the treasury transactions, document filling, accounting policy, and cycles | Providing financial analysis with an emphasis on capital investments, pricing decisions, and contract negotiations | Ensuring compliance with local, state, and government requirements | Performing other related duties as needed or assigned | Developing staff by managing performance, setting goals, providing ongoing training, and maintaining strong employee relationships | Managing and overseeing the bank's deals and transactions | Managing the capital, cost, revenue, profit, and the cash flow of the company with full analysis reports evolving the cash position",Bachelor's degree in commerce | 5– 8 years of experience in the same field | Excellent English Language is a must | Excellent user of MS office | Strong knowledge of Egypt Accounting Standards and IFRS | Superior data management and data analysis skills | Experience in working with accounting software ERP systems | Strong time management and organizational skills | Detail-oriented with accuracy & commitment
93,Market Research Specialist,Dokki,Giza,Confidential,Full Time,More Than 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Marketing/PR/Advertising | Analyst/Research | Media/Journalism/Publishing,Research | Social Media | Analysis | business | Communication | E-Marketing | Market Research | Marketing | Analytics | CRM | SPSS | Web Analytics,https://wuzzuf.net/jobs/p/p63egskLwTfg-Market-Research-Specialist-Giza-Egypt?o=94&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Collect data on consumers, competitors and market place and consolidate information into actionable items, reports and presentations | Understand business objectives and design surveys to discover prospective customers’ preferences | Compile and analyze statistical data using modern and traditional methods to collect it | Perform valid and reliable market research SWOT analysis | Interpret data, formulate reports and make recommendations | Use online market research and catalogue findings to databases | Provide competitive analysis on various companies’ market offerings, identify market trends, pricing/business models, sales and methods of operation | Evaluate program methodology and key data to ensure that data on the releases are accurate and the angle of the release is correct | Remain fully informed on market trends, other parties researches and implement best practices","Proven Market Research Analysis experience | Ability to interpret large amounts of data and to multi-task | Strong communication and presentation skills | Excellent knowledge of statistical packages (SPSS, SAS or similar), databases and MS Office | Search engines, web analytics and business research tools acumen | Familiarity with CRM programs | Adequate knowledge of data collection methods (polls, focus groups, surveys etc) | Working knowledge of data warehousing, modelling and mining | Strong analytical and critical thinking"
94,Senior SAP Analytics Cloud Consultant - (SAC),New Cairo,Cairo,Geidea,Full Time,5 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Cloud | SAP HANA | SAP BW | SAP | OData Services | SQL | SAP BO Universe | SAP S4HANA | SAP BPC | BPC | Analysis | SAP Analysis | Information Technology (IT) | Computer Science,https://wuzzuf.net/jobs/p/ywORY7xLOnt6-Senior-SAP-Analytics-Cloud-Consultant---SAC-Geidea-Cairo-Egypt?o=95&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"This position is responsible for building, maintaining, and optimising Geidea’s analytics and reporting capabilities. Also, s/he is responsible for contributing to business and technical blueprints and customizing the respective solutions | Provide expertise in SAP analytics solutions, such as SAC, S/4 Embedded Analytics and Predictive Analytics | Lead business sessions to identify and document analytic use cases | Recommend best practices for configuring SAC considering the overall architecture to achieve integration, high performance, and stability setup and configure security requirements | Perform initial setup, prototype, configuration, and perform testing accordingly to support the design sessions and to fulfill the business requirements | Understand and document business and technical requirements and constraints | Build SAC models using live data connections and design extendable solutions utilising back-end HANA models | Articulate the requirements for the SAC models to the backend developers | Develop SAC reports using standard and custom charts/visualisation | Design and execute models that integrates non-SAP data sources | Execute unit testing, integration testing, and the design | Conduct user training","Faculty of Computer Science, Information System, or similar degree and specialty | SAP SAC/BI/BW/BOBJ/HANA certifications are a plus | 5-8 years of hands-on experience in SAP analytics technologies (SAP BW, HANA, BODS, BOBJ, and SAP Analytics Cloud) | Experience with gathering business requirements related to enterprise reporting, KPIs, metrics and dashboards | Experience with BW on HANA modelling or native HANA modelling | A minimum of 3 years’ experience in utilising visualization tools in an SAP environment | SAP Business Objects; SAC (at least two engagement) | Experience of data warehousing, especially SAP data warehouse cloud (including principles of data modeling, CDS view, ODATA, space managements etc.) | Excellent knowledge in configuration of live data and import data connections and data acquisition (SAP HANA, SAP BW, SAP BPC, SAP S4HANA, SAP BO Universe, SQL, OData Services, Microsoft Excel and flat files, and 3rd party cloud applications) | Familiarity with SAC as a planning tool, creating planning data models and working with categories actual, budget, planning and forecast is a plus | Knowledge in predictive capabilities, Smart Assist, Smart Predict are a plus | Analytical and problem-solving skills | Communication, presentation, and interpersonal skills | Project management | Good Command of English Language"
95,Research Associate (Remote Work),Cairo,Egypt,BNC Network,Full Time | Work From Home,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Analyst/Research,Communication | Market Research | Research | Cold Calling | online research,https://wuzzuf.net/jobs/p/VOPqoNbAmZWR-Research-Associate-Remote-Work-BNC-Network-Cairo-Egypt?o=96&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"We created a unique state-of-the-art SaaS platform to automate lead generation and digitize the project-sales process | We created the region's largest project intelligence database and have held this position since 2004! | We present actionable insights from our extensive data through construction analytics and thought leadership reports | We reach over 66,000 business leaders and industry professionals every day | We imagineer new ways to connect entities across the construction industry to transform information exchange on projects | Conduct research to update assigned construction projects by calling companies and online research to meet the set targets | Obtaining the required information through telephonic interviews and data entry of assigned construction projects | Perform both, primary and secondary market research | Identify areas of improvement to achieve data quality | Evaluating the data and making recommendations/suggestions required to improve the quality of data received | Participate in taking new initiatives in alignment with business requirements | Building relationships within the industry to streamline project intelligence gathering and to identify projects in the earliest possible stages | Gathering data from online and other sources | Verification of data as assigned to ensure compliance with the company's data policy and standard | Providing daily reports & presentations as required | Organize and present data in clear, concise manner","Excellent English speaking and writing skills | Proficiency in using MS-Office, internet applications and reporting tools | Attention to details | Strong communication skills | Strong sense of responsibility | Should be able to work on their own or in a team and take initiative | Should be a team player.  
Hardworking & flexible"
96,SOC Engineer,Giza,Egypt,Link Datacenter,Full Time,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,CEH | Computer Engineering | Computer Science | GCIH | GSEC | Information Security | Information Technology (IT) | Network Operations Center | SIEM | Security | SOC,https://wuzzuf.net/jobs/p/2LZnzlYeAMD2-SOC-Engineer-Link-Datacenter-Giza-Egypt?o=97&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Detect, fingerprint, and mitigate cyber threats on a per-event basis | Participate in projects specific to Security Operations Center roadmap | Perform security incident analysis and recommend remediation steps | Work escalations from SOC analysts to completion in ticket tracking system | Create rules, filters, active channels, queries, trends and all other informational content based on use cases | Communicate and collaborate with security operations center analysts to optimize SIEM solution performance to better meet the needs of operations | Tune correlation rules and event data quality to maximize SIEM system efficiency | Provide support, recommendations and optimization for the SIEM platform | Interface with onsite clients to understand the quality aspects and expectations, as needed","Bachelor’s degree in IT, or related field of study preferred; MS degree is a plus | At least 2 years of experience within a Security Operations Environment or 2+ years of experience in Network Operations Center | Good knowledge of Various Security Technologies | Experience with Security Information and Event Management (SIEM) tools | Experience in event monitoring, correlation, event analysis, investigation and remediation of security events | Proven Knowledge and expertise in SIEM administration tasks including troubleshooting of various SIEM components | Experience in managing multiple SOC customers | Information security certifications, Professional Security certification is a plus (SSCP, GSEC, CIHE, GCIH, CEH, or equivalent)"
97,Finance Manager,6th of October,Giza,Confidential,Full Time,10 To 15 Years,Manager,Bachelor'S Degree,Confidential,Accounting/Finance | Operations/Management,Finance | Accounting | Financial Management | ERP | Financial Analysis | English | Accounting Software,https://wuzzuf.net/jobs/p/E7CGZAaUREPe-Finance-Manager-Giza-Egypt?o=98&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Participate in the development of the company strategy and provide all information required to support the decision-making process | Develop and follow-up the implementation of the financial strategy to achieve business objectives and take all necessary actions for improvement on time | Develop the finance and admin annual plan and budget including annual targets, projects, and all actions to achieve business objectives | Design, implement, and improve the finance and admin policies, processes, and procedures including cash management, assets management, purchasing, credit, inventory, custodies and all other policies | Develop and ensure the implementation of accounting information system and Knowledge Management to preserve know-how and secure all financial data and make it current and available when needed | Maintain fixed asset records and related depreciation accounts | Assure that accounting records are prepared and maintained in accordance with Egyptian Accounting Standards (EAS), company accounting policies, chart of accounts, and any other relevant accounting principles and practices | Monitor all legal changes and requirements and take all needed actions and procedures to ensure legal compliance | Issue financial reports on time and develop all needed procedures to ensure the accuracy and on time dissemination of information | Coordinate with external entities including financial auditors, tax advisor, and tax authorities | Maintain proper internal controls and procedures to ensure accuracy of records, and the processing of receivables, payables and other accounting transactions | Managing company payables for all external vendor | Managing company receivables from all customers | Follow-up with customers to collect due checks to ensure cash balance | Control all cash according to procedures and in compliance with policy to support business needs and mitigate cash risk | Project and control the tax obligations to minimize tax risk and develop the required procedures to ensure compliance to Egyptian tax codes | Manage relations with banks to ensure getting the best financial services and facilitation","Excellent command of English | Advanced computer skills on MS Office, accounting software | Strong interpersonal, communication and presentation skills | Bachelor's degree in Accounting or Finance | ERP system | Experience in the financial sector with previous possible roles such as financial analyst"
98,Senior Xamarin Developer,Nasr City,Cairo,Smart IT,Full Time,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,25000 To 30000 EGP Per Month,IT/Software Development | Engineering - Telecom/Technology,Xamarin | Xamarin Forms | Xamarin Development | Software Development | developer | C# | Mobile Development | iOS | Android | XML | MVC | Microsoft Visual Studio | Microsoft SQL Server | Web API | OOP | Agile | Scrum | Mobile Application Development | SQL | Information Technology (IT) | Development | Computer Science | English | Software Engineering | Design,https://wuzzuf.net/jobs/p/7uaEYiu8NGWi-Senior-Xamarin-Developer-Smart-IT-Cairo-Egypt?o=99&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Deliver fully functional, cross-platform, and well-tested mobile applications developed according to quality standards | Analyze Client Requirements, Design, Implement and Integrate functional requirements in new/existing solutions | Working closely with analysts, designers, and rest of the team members to achieve project & organizational objectives | Participate in sizing and estimation for business and technical tasks | Define technical tasks | Design and develop new mobile applications | Apply coding standards and best practice | Debug and fix bugs | Revamp mobile applications | Develop and consume web APIs | Producing detailed specifications and writing the program codes that perform efficiently | Testing the product in controlled, real situations before going live | Deliver fully tested source code complying with code quality standards | Preparation of training manuals for users | Working within a Team to determine needs and applying/customizing existing technology to meet those needs","3+ Years of hands-on experience in design,developing and delivering cross platform Xamarin.Android, Xamarin.iOS and Xamarin.Forms applications using Xamarin Studio or Microsoft Visual Studio | 2+ years of hands-on experience in design mobile back-end services web API | Strong knowledge in C#.net and SQL Server Database with Entity Framework | Strong knowledge of MVC Web API’s | Experience in designing and developing custom controls for Android, Windows and iOS | Solid foundation in data structures, algorithms, and object orientation design | Capabilities to write and execute unit test cases | Independent researching, solution finding, analysis and problem solving skills and capabilities | Knowledge on Agile and Scrum approach is must | Should have a strong knowledge of OOPS and intermediate knowledge of front-end GUI design and development | Must be a team player and self-starter with ability to communicate clearly with clients and team-embers in English as Main Language | Experience with mobile application deployment"
99,Associate Business Researcher - Skyminder,Heliopolis,Cairo,CRIF EGYPT,Full Time,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development | Analyst/Research,Research | Analysis | Market Research | Finance | MS Office | Postgraduate | Business Development,https://wuzzuf.net/jobs/p/sjscZTuLOcf8-Associate-Business-Researcher---Skyminder-CRIF-EGYPT-Cairo-Egypt?o=100&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,Carry out Business Information investigation tasks about the third-party companies  by phone and email | Conducting web research on commercial entities through the open public domain search | Maintains operations by following policies and procedures; reporting needed changes | Initiate outbound calls through telephonic interviews for sourcing information | Source company data from external sources | Translate company data from Arabic to English | Data capture into CRM system | Recast the financial information in the propriety format | Update the information in the local database application,3-5 years working with a Global/MNC | High level of written and spoken Arabic and English | Qualification – Graduate/ Postgraduate (Preferably Finance Background) | Experience in working with large And Bulk Data | Excellent telephonic Skills and public domain research capabilities | Knowledge of advanced MS Office | Ability to interpret and analyze the Company financials | Understanding about the Egypt Market | Ability to work under pressure and perform multiple tasks and be open to change as per the project requirements
