Title,Job_Type,Company,Area,City,Experience,Career_Level,Education_Level,Salary,Job_Categories,Skills_and_Tools,Job_Description,Job_Requirements
Business Intelligence (ETL) Specialist,Full Time,Raya Customer Experience,"
6th of October", Giza,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Business Intelligence | Big Data | Computer Science | Information Technology (IT) | SQL | technical | Data | Data Integration | Intelligence | Integration | business,"Take charge of Extract, Transform, Load stage, an ETL developer performs tasks connected with data  analytics, testing, and system architecture | 2. Manage data sources connectivity with high performance smartly | 3. Supporting Data warehouse project that lead to driving the business to intelligence analysis and  dashboards | 4. Manage data sources connectivity with high performance smartly | 5. Extracts the data and delivers it to the new system once the data warehouse is completed to
manage the ETL process | 6. Building a Data Warehouse. After figuring out the needs, the ETL developers build a data warehouse  tailored to an organization's needs | 7. Building reliable data pipelines: a sum of tools and processes that bring data to the user. Pipelines connect data between systems and transfer it from one format into another | 8. Debugging. ETL developers rectify all problems with the warehousing system | 9. Quality Assurance. After the warehouse gets off the ground, the ETL developers run tests to ensure its stability | 10. Identifying data storage requirements. ETL developers determine the storage needs of the company.  They need a bird's eye view of the data situation to choose the best suiting ops","Interpersonal Skills: Result Orientation - Operational Awareness - Building Networks - Coaching & Mentoring - Customer
Centricity | Technical Skills: Business Intelligence Concepts, Tools, and Applications
- Big Data Integration and Processing | Experience: 1 up to 3 years"
GIS database administrator,Full Time,Perfect Presentation,"
6th of October", Giza,8 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development,ArcGIS | Database | Software Engineering,"Review of Software requirements and prepare a conceptual design for a planned database | Design Database, Define Data types and build essential relationship between different entities of a RDBMS | Write Database Scripts/SQL scripts, Store Procedures and execute the same on desired database | Write Scripts to prepare different Database Views as per requirement | Support Integration of software systems with external software system/third-party software | Maintain the data standards adherence to the Database and Data security Norms | Install and test new/required versions of the DBMS | Develop, manage and test database back-up and recovery plans | Refine the logical as well as physical design of the Database to meet system software requirements as well as storage requirements | Maintain/keep log of Database and Database Scripts Versions | Administer and maintain different Database as well as Database user activities | Administer and manage database user’s access and security, Control database access permissions and privileges | Monitor and Optimize Database Performance and manage critical parameters enabling fast responses from Database server to end users | Ensure proper functioning of storage and archiving procedures | Involve in Capacity/Scalability planning ensuring optimum usage of resources towards database architecture | Prepare Data Models, ER Diagrams | Prepare database documentation, including data standards, procedures and definitions for the data dictionary (metadata) | Work closely with project team and regularly coordinate with technical, applications and operational GIS teams to ensure database integrity and security | Assist in the management of large geospatial data repositories using ArcSDE, ArcGIS Image Server, | Administration of geo processing and geospatial data services using ArcGIS Server to support GIS production | Work in coordination with data loaders and support the Database Manager, System Administrators, and Database Administrators to ensure data accessibility and availability for users of the system | Responsible for appropriate database administration, maintenance, troubleshooting, recovery, and software installation/configuration of highly-scalable production environments | Publish service to ArcGIS server and image server | Responsible for ensuring that records / info management objectives are met | Develop and interpret policy, procedures and guidelines for implementing system wide data management across the enterprise system | Ensure economy and efficiency in creation, use, maintenance and disposition of data | Develop and provide training and guidance for the analysts","Knowledge of Python scripting for customizing ArcGIS Geo processing tasks | Knowledge of ArcGIS Desktop and Web based applications such as ArcGIS Portal, Server and Enterprise | Knowledge of caching services | Knowledge of MOSAIC and raster operations | ArcGIS | ArcSDE | Metadata | ArcGIS Server | Image Server Extension | Spatial analyst tool | Oracle 11g/12g and Oracle database systems"
Board Executive Assistant,Full Time,Taqneen,"
Nasr City", Cairo,5 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Operations/Management,Project Management | Administration | Arabic | Communication | Communication skills | English | Management | Microsoft Office | office | Office management | Research,"Managing databases and filing systems | Following up on the deadlines issues/Milestones for CEO are met | Coordinating with other departments to carry out tasks given in a timely manner | Act as a liaison with internal staff at all levels and support other Senior Management staff on other projects as needed | Preparing and controlling correspondence and other written tasks | Responsible for preparing presentations and reports | Produce a variety of documents, charts and graphs in final form | Manage, arrange and maintain CEO’s calendar/agenda, reminding him of important tasks and deadlines | Plan and coordinate arrangements for appointments, internal/external meetings and conference calls | Taking the minutes of meetings and translate it from Arabic to English and vice versa | Booking and arranging travel, transport and accommodation | Other duties as assigned","Confidentiality and trustworthiness | Excellent in the internet research and data gathering | Data analyst | Flexibility and adaptability | Good oral and written communication and linguistic skills (Fluent in English and Arabic languages) is a must | Project Management is a must | Other languages are an added advantage | Organizational skills and the ability to multitask | Proactive and take the initiative | Tact and diplomacy | Communication skills | The ability to learn company-specific software | BSC of relevant university | Excellent knowledge of the Microsoft office (world, excel, power point) | 5 to 10 years of relevant experience"
Senior QA Software Tester,Full TimeRemotely during COVID-19,Caelum Egypt,"
Dokki", Giza,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | Quality Assurance | Software | Software Development | Software Testing | Test Cases | Testing | English | Agile | SQL | Performance Testing | Quality,"Analyze business requirements or design specifications in order to produce comprehensive test scripts and scenarios for expected results to be performed manually and using automated testing tools | Perform system testing of new applications and existing software enhancements to ensure they meet design specifications | Perform functionality and non-functionality testing of new applications and existing software enhancements to ensure they meet business requirements through performing end to end business scenario tests | Perform regression testing of new applications and existing software enhancements to identify any possible impacts caused by changes | Record the test results | Maintain and mange manual and automated test scripts & test databases | Test the required fixes for reported faults, including tests for possible impacts from changes | Create and maintain technically complex test scripts using programming language e.g. C# | Write complex SQL queries for retrieval of required data using TOAD, SQL Management Tool or any other tool | Ensure all work meets the guidelines & standards defined for the team and the company | Ensure all work produced meets client requirements before being released for internal approval | Identify and resolve errors in work | Perform effective version control management in all aspects of documentation / script output | Assist team members with resolution of work problems | Assist and advice internal customers on technical issues in a timely manner | Estimate the effort and software testing resources required for tasks | Ensure tasks prioritized effectively and testing tasks delivered on time | Understand the master test plan and/or the project plan | Create or assist in creating own test plan | Generate test cases based on the requirements and other documents | Procure or create test data required for testing | Set up the required test environment (hardware, software and network) | Create or assist in creating assigned test automation | Test software releases by executing assigned tests (manual and/or automated) | Reply to returned bug reports (for example, when a bug report is returned as not reproducible) | Re-test resolved bugs | Update test cases based on the discovered bugs | Update test automation based on the updated test cases | Provide inputs to the team in order to improve the test process | Support the team with testing tasks as required | Report work progress and any problems faced to QA Test Analyst, Senior QA Test Analyst or Team Leader as required | Develop test results, and other testing artifacts as needed to deliver quality product | Create and test scripts for automated functional, regression, GUI, and data-driven testing | Work with the quality assurance team to ensure that test scripts are understood and testable | Provide clarifications and revisions as needed throughout the release cycle | Assist in developing product manuals","Bachelor’s degree in Computer science degree (Or an IT-related field or similar) | 3+ years of experience as a software tester performing functional and non-functional testing, integration testing, regression testing, and performance testing in the software testing life cycle | Excellent written and verbal English | Knowledge of software testing principles, testing processes and methodologies | A good understanding of the software development process | Familiar with C#/.NET | Experience in writing complex SQL queries | Knowledge in Agile & Waterfall | Demonstrable accuracy and attention to detail | Good writing skills (for writing scenarios, test cases, bugs and for documenting the process) | Good communications and consultancy skills | Good presentation skills | Ability to work under pressure and to tight deadlines | Ability to work productively as part of an integrated team | Possession of excellent analytical and troubleshooting skills | Experience in testing web and desktop applications as well as mobile apps | Experience in supporting all test phases of the project lifecycle | Strong technical, analytical, and problem-solving skills | Self-motivated and proactive in a fast-paced environment | Self-learner with ability to grasp applications and business processes | Able to manage changing priorities and multiple client projects concurrently"
Reporting Engineer,Full Time,Egybell,"
Cairo", Egypt,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Analyst/Research | Engineering - Telecom/Technology,Electronics Engineering | Electronic Engineering | Telecommunication Engineering | Communication Engineering | Telecom Engineering | Network Engineering | Communication | Information Technology (IT) | Telecommunication | Engineering | Networks | Reporting | Software Engineering | VB | Python,"Collect Data: Obtain data from the right sources. After formulating a set of dataset processes, reporting engineers store optimized data | Data modeling: Model raw data into clear, tested, and reusable datasets. As such, they make it easier for customer and other stakeholders to view and understand data in a comprehensible format with data clearly presented | Data transformation: Apply various skills and scripts to different data pieces to ensure they correspond to given tasks | Defining data quality rules, standards, and metrics:  define certain metrics to be used and measures to be taken to guarantee data is accurate enough to fit operational and customer needs. T | Version control: Trace the history of changes in datasets, reports, and presentations and roll back to older versions if something goes wrong or any modification is requested by customer | Data visualization: Take on tasks of data visualization — converting data into a suitable graphic format. This involves building dashboards, graphs, charts, and reports using BI tools and other possible SWs | Reports Creation: Create reports in multiple formats MS Excel, Splunk, PPT, Tableau and other reporting tools | Data Quality Improvement: Improve quality of data and ingest data from several data sources","From 2 to 5 years of experience | Degree in Engineering preferably in electronics and communication or telecommunication or equivalent | Experience in Telecom | Demonstrated leadership skills as well as reporting and performance skills | Data analytical skills, modelling and hands on experience in python as well as VB | GSM Telecommunications knowledge with telephony switching principles, traffic concept, telecommunication networks & signaling | KPI formulae, KPI degradation and troubleshooting KPIs variance | Basic Network Architecture in technologies of 2G, 3G, 4G & 5G | Transport Networks and their implementation approaches and their integration with core network | Support and supply processes"
Tele - Research Associate - Remote Work,Full TimeWork From Home,BNC Network,"
Alexandria", Egypt,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Analyst/Research,Communication | English | sales skills | Outbound Calls,"We created a unique state-of-the-art SaaS platform to automate lead generation and digitize the project-sales process | We created the region's largest project intelligence database and have held this position since 2004! | We present actionable insights from our extensive data through construction analytics and thought leadership reports | We reach over 66,000 business leaders and industry professionals every day | We imagineer new ways to connect entities across the construction industry to transform information exchange on projects | Conduct research to update assigned construction projects by calling companies and online research to meet the set targets | Obtaining the required information through telephonic interviews and data entry of assigned construction projects | Perform both, primary and secondary market research | Identify areas of improvement to achieve data quality | Evaluating the data and making recommendations/suggestions required to improve the quality of data received | Participate in taking new initiatives in alignment with business requirements | Building relationships within the industry to streamline project intelligence gathering and to identify projects in the earliest possible stages | Gathering data from online and other sources | Verification of data as assigned to ensure compliance with the company's data policy and standard | Providing daily reports & presentations as required | Organize and present data in clear, concise manner","Excellent English speaking and writing skills | Proficiency in using MS-Office, internet applications and reporting tools | Attention to details | Strong communication skills | Strong sense of responsibility | Should be able to work on their own or in a team and take initiative | Should be a team player.
Hardworking & flexible"
Research Associate - Remote Work,Full TimeWork From Home,BNC Network,"
Luxor", Egypt,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Analyst/Research,Communication | English | Market Research | Research | Outbound Calls,"We created a unique state-of-the-art SaaS platform to automate lead generation and digitize the project-sales process | We created the region's largest project intelligence database and have held this position since 2004! | We present actionable insights from our extensive data through construction analytics and thought leadership reports | We reach over 66,000 business leaders and industry professionals every day | We imagineer new ways to connect entities across the construction industry to transform information exchange on projects | Conduct research to update assigned construction projects by calling companies and online research to meet the set targets | Obtaining the required information through telephonic interviews and data entry of assigned construction projects | Perform both, primary and secondary market research | Identify areas of improvement to achieve data quality | Evaluating the data and making recommendations/suggestions required to improve the quality of data received | Participate in taking new initiatives in alignment with business requirements | Building relationships within the industry to streamline project intelligence gathering and to identify projects in the earliest possible stages | Gathering data from online and other sources | Verification of data as assigned to ensure compliance with the company's data policy and standard | Providing daily reports & presentations as required | Organize and present data in clear, concise manner","Excellent English speaking and writing skills | Proficiency in using MS-Office, internet applications and reporting tools | Attention to details | Strong communication skills | Strong sense of responsibility | Should be able to work on their own or in a team and take initiative | Should be a team player.
Hardworking & flexible"
Senior Cost Accountant - Arish,Full Time,Sinai University,"
Arish", North Sinai,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance,Accounting | Cost Accountant | Budget Control | Budgeting | analytical | Accounting Software | Cost | Microsoft Excel,"Collect cost information and maintain expense database | Building the organization's data accumulation systems | Determine fixed costs (eg salaries, rent, insurance) | Plan and record variable costs (eg raw material purchases, operations costs) | Review the standard and actual costs of the enterprise | Preparing budget reports (for the organization and for each department separately) | Analyze and report the profit margins of the enterprise | Preparing monthly, quarterly and annual cost forecasts | Assistance in closing the end of the month and the end of the year | Define and recommend cost-effective solutions and direct the organization's expenses | The ability to count the number of all products and determine their nature and specifications | Knowing the methods of studying all types and stages of the industrial process that takes place during the production stage | Proficiency in the process of collecting data related to cost elements, such as documents, notices, costs of using materials and hiring labor, in addition to the costs of purchasing and producing services | The ability to analyze the elements of costs, in order to load them on the item of the units produced | Full knowledge of accounting principles, rules and standards and the preparation of budgets and budgets | Excellent knowledge of using accounting software and electronic systems, with a proficiency in Excel in particular | Ability to prepare reports, cost systems, management accounting statements, financial analysis and statistical statement of financial statements","Bachelor's degree in Accounting or Finance | Obtaining an experience certificate as a cost accountant, cost analyst, or accountant job | Good knowledge of accounting procedures | In-depth Proficiency in Accounting Principles (GAAP) | Dealing with accounting like FreshBooks and Zoho | Proficiency with accounting software such as Microsoft Excel | Excellent analytical skills with attention to detail | The ability to manage time and deal with various tasks"
Cost Accountant,Full Time,Rady Trans,"
Ameria", Alexandria,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance | Analyst/Research,analytical | Cost Accounting | English | ERP | Finance | Financial Analysis | MS Office | Oracle | office | Accounting | Cost Systems | Financial Statements,"Collect cost information and maintain expense database | Building the organization's data accumulation systems | Determine fixed costs (salaries, rent, insurance) | Record variable costs (purchases, operations costs) according to cost center | Preparing budget reports (for the organization and for each department separately) | Analyze and report the profit margins of the enterprise | Assistance in closing the end of the month and the end of the year","Bachelor's degree in Accounting or Finance | Experience from 3 to 5 years | Excellent analytical skills with attention to detail | The ability to manage time and deal with various tasks | ERP, Oracle is preferred | Proficient in MS Office Tools | English: very good written and verbal | Proficiency in the process of collecting data related to cost elements, such as documents, notices, costs of using materials and hiring labor, in addition to the costs of purchasing and producing services | Full knowledge of accounting principles, rules and standards and the preparation of budgets and budgets | Ability to prepare reports, cost systems, management accounting statements, financial analysis and statistical statement of financial statements"
Accounting Supervisor,Full Time,Confidential Company,"
Sheraton", Cairo,5 to 8 years,Manager,Bachelor's Degree,"10000 to 15000 EGP Per Month, Profit Share",Accounting/Finance | Banking | Analyst/Research,Accounting | Accounting Software | Commerce | English | ERP | Finance | Financial Management | IFRS | Management | MS Office | Financial Analysis | Analysis,"Establishing internal controls and guidelines for accounting transactions and budget preparation | Managing the preparation of business activity reports, financial forecasts, and annual budgets | Creating and managing sales analysis reports | Managing the production of periodic financial reports and statements; ensuring that the reported results | Comply with generally accepted accounting principles or financial reporting standards with accurate results | Responsible for tax planning throughout the fiscal year; files annual corporate tax return, to ensure all the | taxes types on time with the deadline | Auditing accounts to ensure compliance with state and government regulations; working with outside auditors and providing needed information for the monthly, and annual external audit to ensure correct and timely closing reports | Presenting recommendations to management on short- and long-term financial objectives and policies to avoid possible fraud and errors | Controlling the treasury transactions, document filling, accounting policy, and cycles | Providing financial analysis with an emphasis on capital investments, pricing decisions, and contract negotiations | Ensuring compliance with local, state, and government requirements | Performing other related duties as needed or assigned | Developing staff by managing performance, setting goals, providing ongoing training, and maintaining strong employee relationships | Managing and overseeing the bank's deals and transactions | Managing the capital, cost, revenue, profit, and the cash flow of the company with full analysis reports evolving the cash position",Bachelor's degree in commerce | 5– 8 years of experience in FMCG OR IMPORT & EXPORT | Excellent English Language is a must | Excellent user of MS office | Strong knowledge of Egypt Accounting Standards and IFRS | Superior data management and data analysis skills | Experience in working with accounting software ERP systems | Strong time management and organizational skills | Detail-oriented with accuracy & commitment
Researcher,Full Time,Confidential Company,"
Nasr City", Cairo,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,"4500 to 5000 EGP Per Month, Bonus Which May Reach 2000",Customer Service/Support | Analyst/Research,Communication | Communication skills | Research | English | Computer Skills | Customer Service | Customer Care | Customer Support | Call Center | Online Research | Market Research | Telesales | sales skills,"Telephone interviewing | Report writing both in English and Arabic | Online Research | Conducting desktop research, and using books, journal articles, newspaper sources, questionnaires, surveys, polls, and interviews to gather data | Recording findings by taking written notes and using appropriate software | Maintaining and protecting electronic databases | Following a strict code of ethics and protecting any confidential information at all times | Collect, record and analyze data | Interpret data analysis results and draw inferences and conclusions","Good English language is a must | Very Good Computer Skills is a plus | Bachelor Degree is a plus | Proven experience in a research field is a plus | Telesales Experience is a plus | Sound understanding of research methodologies | Strong problem-solving skills | Attention to detail and exceptional written, verbal, and telephonic communication skills | Male or Female | Preferably aged between 25-35 years | Cairo residents only, preferably Nearby Nasr City | We are located in Nasr City | Fixed working hours from 8;30 am to 5 pm, 2 days off Friday and Saturday | Basic Salary + Commission (based on KPI's) | Usual benefits available, insurance, contracts, etc | Successful candidate will have full support and complete training"
Team Leader Dot net Developer -Banha,Full Time,Z2 Data,"
Banha", Qalubia,4 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Business Development | IT/Software Development | Engineering - Telecom/Technology,.Net | ASP.Net | C# | Computer Science | Information Technology (IT) | JavaScript | MVC | Software Development | SQL | Web Development | jQuery | CSS3,"Building and maintaining internal and external facing web applications | Working with developers, business analyst, QA, team-lead and business resources to design, develop and maintain company’s web applications in Microsoft environments | Develop and execute unit tests to validate code | Provide technical leadership and guidance to other developers as required | Brainstorm technical solutions with the development team and business partners as required | Keep up with technology and introduce new approaches/best practices to peers to gain technical knowledge and to resolve technical difficulties | Participate in the daily scrum; provide estimates and statuses when required | Participate in preparing technical documentation requirements, use cases, deployment to support the finished application | Participate in the analysis of new functional requirement and systems | Participate in the design of new systems and component | Participate in creating programs’ unit testing, UI prototypes and demonstrate them","4+ Years strong demonstrated experience in web development using ASP.NET, C# and MVC | Familiarity with Microsoft SQL Server | Creating database schemes that represent and support business processes | Experience working with JavaScript, JQuery and AJAX | Experience with SOAP, WCF, XML, XSLT or Web Services | HTML5 / CSS3 a huge plus | Object-Oriented development experience required | Ability to manipulate and analyze data using Microsoft Access, Excel, or other tools | Proficient understanding of code versioning tools"
Senior Dot Net Developer - Banha,Full Time,Z2 Data,"
Banha", Qalubia,1 to 5 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | MVC | SQL | .Net | ASP.Net | Computer Science | JavaScript | CSS3 | jQuery | Software Development | Web Development | XML,"Building and maintaining internal and external facing web applications | Working with developers, business analyst, QA, team-lead and business resources to design, develop and maintain company’s web applications in Microsoft environments | Develop and execute unit tests to validate code | Provide technical leadership and guidance to other developers as required | Brainstorm technical solutions with the development team and business partners as required | Keep up with technology and introduce new approaches/best practices to peers to gain technical knowledge and to resolve technical difficulties | Participate in the daily scrum; provide estimates and statuses when required | Participate in preparing technical documentation requirements, use cases, deployment to support the finished application | Participate in the analysis of new functional requirement and systems | Participate in the design of new systems and component | Participate in creating programs’ unit testing, UI prototypes and demonstrate them","4+ Years strong demonstrated experience in web development using ASP.NET, C# and MVC | Familiarity with Microsoft SQL Server | Creating database schemes that represent and support business processes | Experience working with JavaScript, JQuery and AJAX | Experience with SOAP, WCF, XML, XSLT or Web Services | HTML5 / CSS3 a huge plus | Object-Oriented development experience required | Ability to manipulate and analyze data using Microsoft Access, Excel, or other tools | Proficient understanding of code versioning tools"
Senior .NET Developer,Full Time,Z2 Data,"
Nasr City", Cairo,5 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Business Development | IT/Software Development | Engineering - Telecom/Technology,.Net | JavaScript | MVC | Software Development | SQL | ASP.Net | Computer Science | CSS3 | Information Technology (IT) | jQuery | Software Engineering | Web Development,"Building and maintaining internal and external facing web applications | Working with developers, business analyst, QA, team-lead and business resources to design, develop and maintain company’s web applications in Microsoft environments | Develop and execute unit tests to validate code | Provide technical leadership and guidance to other developers as required | Brainstorm technical solutions with the development team and business partners as required | Keep up with technology and introduce new approaches/best practices to peers to gain technical knowledge and to resolve technical difficulties | Participate in the daily scrum; provide estimates and statuses when required | Participate in preparing technical documentation requirements, use cases, deployment to support the finished application | Participate in the analysis of new functional requirement and systems | Participate in the design of new systems and component | Participate in creating programs’ unit testing, UI prototypes and demonstrate them","5+ Years strong demonstrated experience in web development using ASP.NET, C# and MVC | Familiarity with Microsoft SQL Server | Creating database schemes that represent and support business processes | Experience working with JavaScript, JQuery and AJAX | Experience with SOAP, WCF, XML, XSLT or Web Services | HTML5 / CSS3 a huge plus | Object-Oriented development experience required | Ability to manipulate and analyze data using Microsoft Access, Excel, or other tools | Proficient understanding of code versioning tools"
Junior .Net Developer,Full Time,Z2 Data,"
Nasr City", Cairo,2 to 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,developer | NET | Software Development | .Net | ASP | ASP.Net | Computer Science | Database | Development | Information Technology (IT) | MVC | SQL | Web Development | Web,"Working with peer developers, business analyst, QA and team-lead to design, develop and maintain the company’s desktop/web based applications in Microsoft environments in collaboration and guidance of a senior solution developer | Identifying .Net provided controls that best fit the UI requirements | Designing and create UI templates that can be reused by developers | Create/configure/program .Net provided UI classes/controls (to fit them to UI requirements) | Creating programs’ unit testing, UI prototypes and demonstrate them","2 Years strong demonstrated fair experience in web development using ASP.NET, C# and MVC | Familiarity with Microsoft SQL Server | Creating database schemas that represent and support business processes | Object-Oriented development experience required | Fair research and documentation skills | Ability to manipulate and analyze data using Microsoft Access, Excel, or other tools | Proficient understanding of code versioning tools"
Microsoft 365 Security Engineer,Full Time,Global Brands,"
New Cairo", Cairo,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Active Directory | Azure | Cloud | Computer Engineering | Computer Science | Engineering | Information Technology (IT) | Microsoft | Microsoft Azure | Office 365 | Security | Troubleshooting,"Designing, implementing, and maintaining security controls with an Azure/M365 environment | Monitoring toolsets and systems to ensure our client’s security posture is maintained, and compliance obligations are met | Proactively remediating identified vulnerabilities by using a variety of security tools | Support the security team by responding to security incidents and escalations | Design and architecture of information security controls and safeguards to protect the confidentiality, integrity, and availability of data | Participation in projects, implementations, and upgrades to provide expertise and guidance | Proactive review of advisory and implementation of Microsoft features | Remediate events from Microsoft 365 security and compliance dashboards | Ensure the environment security posture aligns to documented security procedures, guidelines, training material and best practices or architectural principles | Performance and progress in the following areas will be the priorities for this position | Provide guidance and support to the customers in determining and recommending security needs | Analysis of internal and external security events and reporting these findings to customers with recommendations as required","SC-200 (Microsoft Security Operations Analyst) | SC-300 (Microsoft Identity and Access Administrator) | SC-100 (Microsoft Information Protection Administrator) | SC-900 (Microsoft Security, Compliance, and Identity Fundamentals) | MS-101 (Microsoft 365 Enterprise Administrator Expert) | MS-500 (Microsoft 365 Security Administration) | AZ – 500 (Microsoft Azure Security Technologies) | Experience in applying Microsoft product & technology knowledge to improve the user experience | Demonstrable experience and knowledge with the architecture, design, settings, configuration, and troubleshooting of Microsoft 365 products and solutions such as: | Azure Active Directory | Microsoft Defender for Cloud Apps | Azure Information Protection | Identity and Access Management | Intune (MAM/ MDM) | Single sign-on and multi-factor authentication and related | technologies (including Microsoft Enterprise Mobility + Security) | Compliance Center and Microsoft Cloud App Security-based | data loss protection capabilities and policies | Advanced threat protection and management including | Exchange Online Protection (EOP), Safe Attachments, Safe | Links | Endpoint security, compliance, and identity management | services | Microsoft Defender Office 365 and Endpoint | Microsoft Sentinel"
Product Owner -Business Analysis,Full Time,Andalusia Group,"
Sidi Gaber", Alexandria,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research,Agile | Analysis | Business Analysis | Computer Science | English | Information Technology (IT),"Effectively captures stakeholder needs and business value through engagement and analytical data | Refines user personas and understanding the ideal solutions to their problems | Defines the solutions for validated and known market problems by writing user stories and maintaining a product backlog | Develop & Maintain the scope statement | Develop & maintain the release plan | Defines the backlog priorities to team | Works with team to groom and refine the backlog | Represents customers and stakeholders as the principal decision-maker in the acceptance of stories | Leads cross-functional teams to make prioritization and trade-off decisions | Leads the planning and delivery of features for each product release to execute on the business plan for their products. Writes the user acceptance test cases and defines acceptance criteria of stories | Reports release status & progress to stakeholders | Generate & share KPIs on release/sprint level and identify gabs | Takes corrective actions when risks/issues affecting release progress | Takes immediate actions to handle dependencies for smooth progress of work | Collaborates closely with Scrum teams to plan and execute sprints/releases | Works within or proposes changes to target resource allocations for their respective team(s) | Participates in Scrum events and ceremonies: Sprint Planning; Daily Stand-Ups; Demos and Retrospectives | Acts as a subject matter expert for their functional product area | Leads & Plans the deployment activities of product | Leads the implementation teams in implementing the product at client sites. Handover the business for implementation team, new comers and other product owners | Prepare demos & presentations to stakeholders | Lead the assigned UX team to prepare needed wireframes for the stories | Conduct interviews to product owners | Support & coach less experienced product owners","Good work ethics | Very Good English Language | Strong Communication Skills | Strong Analytical Skills | Team Player with Excellent Team Spirit | Very Good Problem Solving Skills | Very Good Relationship-Building Skills | Self-managed | A Thick Skin | Very Good Ambiguity management skills | Very Good time management | Presentable | Very good experience in requirements elicitation | Very good experience in analysis techniques (Interviewing, Questionnaires, Prototyping, Workshops…etc.) | Very good experience in Stakeholder Analysis | Very good experience in Business Analysis Plan | Very good experience in Current State Analysis | Very good experience in Scope Statement Specification | Very good experience in Functional & Non-Functional requirements analysis and definition | Very good experience in Functional Requirements Specification (SRS, Use Cases & Stories) | Very good experience in Wireframes and Other Visual Modeling | Very good experience in process Modeling | Very good experience in Data Model | Very good experience in User Acceptance Test | Very good experience in Change Management | Very good experience in using TFS | Very good experience in MS Visio and other modeling tools | Very good experience in prototyping tools | Strong knowledge in Agile"
Supplier Connectivity & Optimization Specialist,Full Time,WebBeds,"
Nasr City", Cairo,2 to 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Business Development | Analyst/Research | Sales/Retail,ASP.Net Web API | Travel | Technical Analysis | XML | SQL | PowerBI | Technical Account Management | Sales | Business Development | API,"Technical Support & Relationship Management: You will own the partner onboarding and technical optimization of key supplier accounts. Additionally, you will be the technical point of contact for diagnosing issues with supplier integrations and answering support questions from both internal and external parties | Improve Partner Performance: You will optimize our portfolio of 3rd party suppliers through focused analysis and experimentation to help WebBeds grow. This is mainly driven by reviewing partner technical performance (including error rate, mapping, traffic), understanding the opportunities and proposing relevant solutions | New business onboarding: You will work with the 3rd party suppliers’ team, sales managers, and technology team to integrate new 3rd party suppliers and support & maintain current integrations. You will oversee analyzing and defining the requirements, translating them into functional requirements for the development team. You will own the implementation until the 3rd party supplier has been integrated and provide ongoing support, testing and troubleshooting the integration(s) | Assist 3rd party suppliers’ technical requests and take care of any technical issues | Keep track of key 3rd party supplier metrics (Search Traffic, Errors, Search KPI`s) | Review 3rd party supplier mappings | Review 3rd party supplier pricing and account configurations and propose adjustments where needed | Take initiatives in identifying growth opportunities | Build strong 3rd party relationships | Communicate the progress to both internal and external stakeholders | Collaborate with our team to achieve sustainable growth","Proficiency in English | Experience and strong knowledge in Microsoft Office | Critical thinker with data-driven decision-making mentality that’ll allow you to draw insights and tell a compelling story to improve partners performance and relationship | Team player with good time-management skills | Great interpersonal and communication skills | Technical background and knowledge of API, XML, SQL, PowerBI | Proficiency in Arabic | A proven track record of Technical Account Management or other relevant experience in managing multiple key accounts | 2+ years of experience in Travel Industry"
